id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location,Year,Month,DayOfWeek
10000861,WL022505,2022-01-23 17:45:00,79XX N DIVISION ST,730,THEFT,SHOPLIFTING,ALLEY,False,True,1111,1,10.0,25.0,19,1171178.0,1865141.0,2022,2022-01-31 17:45:00,41.87833741,-87.61773479,"(41.87833741, -87.61773479)",2022,1,Sunday
10000862,HN729677,2016-02-21 09:56:00,54XX E CLARK ST,620,BURGLARY,UNLAWFUL ENTRY,SIDEWALK,False,False,612,8,30.0,75.0,18,1196814.0,1875041.0,2016,2016-03-12 09:56:00,41.78626346,-87.54197725,"(41.78626346, -87.54197725)",2016,2,Sunday
10000863,NY095607,2021-10-14 19:01:00,50XX S FULLERTON AVE,730,THEFT,SHOPLIFTING,"SCHOOL, PUBLIC, BUILDING",False,False,211,19,32.0,62.0,19,1189086.0,1854462.0,2021,2021-10-25 19:01:00,41.794316,-87.59755573,"(41.794316, -87.59755573)",2021,10,Thursday
10000864,ZW335617,2017-02-18 12:19:00,74XX S CHICAGO AVE,740,THEFT,THEFT OVER $500,RESIDENCE,False,False,2511,19,1.0,23.0,13,1173420.0,1868190.0,2017,2017-02-21 12:19:00,41.86683117,-87.651374465,"(41.86683117, -87.51458362)",2017,2,Saturday
10000865,KG751969,2019-10-10 08:22:00,70XX N CHICAGO AVE,620,BURGLARY,UNLAWFUL ENTRY,BAR OR TAVERN,True,False,212,24,30.0,56.0,01A,1158018.0,1866639.0,2019,2019-10-23 08:22:00,41.8566833,-87.580915,"(41.8566833, -87.580915)",2019,10,Thursday
10000866,OD480616,2020-11-06 16:05:00,9XX W MICHIGAN AVE,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,1121,24,29.0,30.0,01A,1159194.0,1887754.0,2020,2020-11-12 16:05:00,41.77718241,-87.69531929,"(41.77718241, -87.69531929)",2020,11,Friday
10000867,FA413162,2015-03-21 01:23:00,89XX N MICHIGAN AVE,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,221,3,3.0,66.0,06,1156441.0,1920169.0,2015,2015-04-19 01:23:00,41.92057505,-87.58699841,"(41.92057505, -87.58699841)",2015,3,Saturday
10000868,SH282229,2021-06-10 07:27:00,79XX W FULLERTON AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CTA TRAIN,False,True,112,20,10.0,72.0,12,1174984.0,1917218.0,2021,2021-07-05 07:27:00,41.81466285,-87.68108142,"(41.81466285, -87.68108142)",2021,6,Thursday
10000869,IA686947,2015-04-23 07:46:00,16XX E MICHIGAN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,SIDEWALK,True,False,712,4,32.0,53.0,04A,1150179.0,1860367.0,2015,2015-05-14 07:46:00,41.93904066,-87.74901308,"(41.93904066, -87.74901308)",2015,4,Thursday
10000870,YT650113,2021-03-13 22:20:00,64XX W COTTAGE GROVE AVE,740,THEFT,THEFT OVER $500,GAS STATION,False,False,1211,19,13.0,59.0,08B,1197732.0,1918066.0,2021,2021-03-30 22:20:00,41.96637016,-87.577949,"(41.96637016, -87.577949)",2021,3,Saturday
10000871,VL783919,2015-06-15 10:28:00,98XX W WESTERN AVE,750,THEFT,THEFT $500 AND UNDER,GAS STATION,True,False,611,19,38.0,3.0,26,1194544.0,1890599.0,2015,2015-06-24 10:28:00,41.79762332,-87.52927714,"(41.79762332, -87.52927714)",2015,6,Monday
10000872,MZ427603,2018-12-15 16:28:00,3XX E MADISON ST,312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,False,True,2411,16,32.0,77.0,07,1199471.0,1913798.0,2018,2018-12-26 16:28:00,41.89418583,-87.56442365,"(41.89418583, -87.56442365)",2018,12,Saturday
10000873,RX297775,2016-11-18 09:49:00,17XX S MICHIGAN AVE,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,True,2411,7,25.0,67.0,03,1172925.0,1904460.0,2016,2016-11-25 09:49:00,41.96462399,-87.74127274,"(41.96462399, -87.74127274)",2016,11,Friday
10000874,OT794609,2015-07-19 21:54:00,94XX W WESTERN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,False,True,1511,8,14.0,67.0,10,1194125.0,1861642.0,2015,2015-08-16 21:54:00,41.95457845,-87.59701216,"(41.95457845, -87.59701216)",2015,7,Sunday
10000875,HG789139,2018-05-02 20:20:00,18XX W MADISON ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,712,25,42.0,33.0,12,1195281.0,1863628.0,2018,2018-05-17 20:20:00,41.70296446,-87.6791024,"(41.70296446, -87.6791024)",2018,5,Wednesday
10000876,MI896492,2021-05-14 19:29:00,86XX N NORTH AVE,910,VANDALISM,CRIMINAL DAMAGE,SIDEWALK,False,False,1121,22,46.0,74.0,12,1196096.0,1889750.0,2021,2021-06-09 19:29:00,41.82513184,-87.57310163,"(41.82513184, -87.57310163)",2021,5,Friday
10000877,PP156010,2018-07-19 18:41:00,31XX S DIVISION ST,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT / GARAGE(NON.RESID.),True,False,1811,1,32.0,66.0,01A,1185579.0,1875723.0,2018,2018-08-09 18:41:00,41.73458367,-87.74078862,"(41.73458367, -87.74078862)",2018,7,Thursday
10000878,XP733499,2018-09-17 20:18:00,38XX W MADISON ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,STREET,False,True,2411,16,10.0,34.0,03,1162283.0,1888565.0,2018,2018-10-07 20:18:00,41.74651237,-87.50942633,"(41.74651237, -87.50942633)",2018,9,Monday
10000879,LK911966,2021-04-27 11:30:00,54XX E MICHIGAN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,GROCERY FOOD STORE,False,False,212,14,8.0,21.0,01A,1181743.0,1888208.0,2021,2021-05-23 11:30:00,41.88880159,-87.77202686,"(41.88880159, -87.77202686)",2021,4,Tuesday
10000880,QM817064,2018-08-19 20:21:00,40XX S CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,UNKNOWN,True,False,1111,11,4.0,17.0,20,1188408.0,1898457.0,2018,2018-09-07 20:21:00,41.69198509,-87.65047429,"(41.69198509, -87.65047429)",2018,8,Sunday
10000881,AS961052,2019-10-04 21:36:00,5XX W GRAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,True,False,312,6,44.0,24.0,18,1170020.0,1886632.0,2019,2019-10-05 21:36:00,41.97466927,-87.59703962,"(41.97466927, -87.59703962)",2019,10,Friday
10000882,CE488112,2017-03-04 18:48:00,29XX N FULLERTON AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESTAURANT,True,True,2411,8,38.0,10.0,09,1180470.0,1858997.0,2017,2017-03-26 18:48:00,41.96595944,-87.56504101,"(41.96595944, -87.56504101)",2017,3,Saturday
10000883,GS351840,2019-12-28 20:57:00,54XX N BROADWAY,460,BATTERY,SIMPLE,APARTMENT,True,False,412,5,4.0,52.0,05,1187125.0,1926798.0,2019,2020-01-15 20:57:00,41.84556593,-87.59188952,"(41.84556593, -87.59188952)",2019,12,Saturday
10000884,ML890956,2018-11-04 09:29:00,35XX W MADISON ST,1310,NARCOTICS,POSS: COCAINE,PARKING LOT / GARAGE(NON.RESID.),True,False,612,16,36.0,60.0,18,1150180.0,1905750.0,2018,2018-11-11 09:29:00,41.85090282,-87.7957718,"(41.85090282, -87.7957718)",2018,11,Sunday
10000885,SK570863,2019-07-01 18:04:00,5XX E NORTH AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,True,612,24,49.0,49.0,12,1153726.0,1891275.0,2019,2019-07-24 18:04:00,41.79248004,-87.54029398,"(41.79248004, -87.54029398)",2019,7,Monday
10000886,NA746764,2023-07-18 23:08:00,72XX E MICHIGAN AVE,312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,False,False,912,25,24.0,31.0,18,1154237.0,1898314.0,2023,2023-08-05 23:08:00,41.94153647,-87.56245902,"(41.94153647, -87.56245902)",2023,7,Tuesday
10000887,BM847013,2017-07-15 10:35:00,12XX N MICHIGAN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,RETAIL STORE,False,False,2411,12,47.0,57.0,03,1154161.0,1854296.0,2017,2017-08-03 10:35:00,41.88443501,-87.71189875,"(41.88443501, -87.71189875)",2017,7,Saturday
10000888,TG733667,2015-02-18 23:11:00,55XX E GRAND AVE,460,BATTERY,SIMPLE,ALLEY,False,False,621,17,24.0,61.0,18,1166688.0,1868405.0,2015,2015-03-10 23:11:00,41.88618584,-87.54197133,"(41.88618584, -87.54197133)",2015,2,Wednesday
10000889,NT970537,2023-11-24 20:54:00,95XX W NORTH AVE,510,ASSAULT,AGGRAVATED: HANDGUN,CTA BUS,False,False,1221,3,13.0,31.0,11,1189470.0,1913697.0,2023,2023-12-06 20:54:00,41.92020511,-87.53948052,"(41.92020511, -87.53948052)",2023,11,Friday
10000890,EJ214501,2018-01-31 11:39:00,73XX W PULASKI RD,910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,812,18,4.0,28.0,01A,1172210.0,1871242.0,2018,2018-02-02 11:39:00,41.91034142,-87.59784786,"(41.91034142, -87.59784786)",2018,1,Wednesday
10000891,SW078182,2020-09-26 17:42:00,59XX S CLARK ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CONVENIENCE STORE,True,False,321,11,39.0,29.0,20,1183300.0,1854185.0,2020,2020-10-20 17:42:00,41.8630625,-87.76466466,"(41.8630625, -87.76466466)",2020,9,Saturday
10000892,HP994524,2020-06-06 22:35:00,40XX W MICHIGAN AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,False,False,122,4,46.0,19.0,13,1180442.0,1893186.0,2020,2020-07-04 22:35:00,41.83114411,-87.59507331,"(41.83114411, -87.59507331)",2020,6,Saturday
10000893,IG420216,2016-08-13 17:57:00,43XX E CLARK ST,740,THEFT,THEFT OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,2511,15,29.0,55.0,14,1177087.0,1886881.0,2016,2016-08-19 17:57:00,41.84061179,-87.62309591,"(41.8755978, -87.62309591)",2016,8,Saturday
10000894,PK731894,2017-01-15 18:21:00,37XX E FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT / GARAGE(NON.RESID.),True,False,511,3,45.0,75.0,15,1157659.0,1872304.0,2017,2017-02-06 18:21:00,41.84477975,-87.79183539,UNKNOWN,2017,1,Sunday
10000895,BK624848,2019-09-12 12:16:00,57XX S FULLERTON AVE,560,ASSAULT,SIMPLE,SIDEWALK,False,False,212,1,21.0,30.0,06,1164975.0,1890235.0,2019,2019-09-29 12:16:00,41.7291609,-87.60930031,"(41.7291609, -87.60930031)",2019,9,Thursday
10000896,CY186119,2021-01-19 19:03:00,56XX E BROADWAY,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,811,14,27.0,10.0,10,1175679.0,1880136.0,2021,2021-02-17 19:03:00,41.87677487,-87.64680288,"(41.87677487, -87.64680288)",2021,1,Tuesday
10000897,RV165907,2021-08-10 22:38:00,6XX S HALSTED ST,850,DECEPTIVE PRACTICE,FRAUD,VEHICLE NON-COMMERCIAL,False,False,1611,10,12.0,69.0,04B,1172450.0,1852880.0,2021,2021-08-27 22:38:00,41.9422096,-87.50295546,"(41.9422096, -87.50295546)",2021,8,Tuesday
10000898,SD594229,2023-11-01 14:55:00,60XX W MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,True,True,311,17,35.0,50.0,15,1166896.0,1887695.0,2023,2023-11-25 14:55:00,41.85247356,-87.60097932,"(41.85247356, -87.60097932)",2023,11,Wednesday
10000899,GF574014,2023-06-27 23:40:00,83XX N STATE ST,460,BATTERY,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,812,12,31.0,32.0,14,1190210.0,1917137.0,2023,2023-07-20 23:40:00,41.97621195,-87.76128041,"(41.97621195, -87.76128041)",2023,6,Tuesday
10000900,CK959356,2017-11-08 03:46:00,59XX N BROADWAY,510,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,False,False,711,11,22.0,44.0,13,1161146.0,1896307.0,2017,2017-11-13 03:46:00,41.90793358,-87.58989263,"(41.90793358, -87.58989263)",2017,11,Wednesday
10000901,JM606416,2018-05-01 22:17:00,21XX E MADISON ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GAS STATION,False,True,1511,25,17.0,56.0,26,1181179.0,1855644.0,2018,2018-05-18 22:17:00,41.75216873,-87.58649735,"(41.75216873, -87.58649735)",2018,5,Tuesday
10000902,DF350859,2022-02-18 16:20:00,64XX N NORTH AVE,560,ASSAULT,SIMPLE,UNKNOWN,True,False,121,2,6.0,17.0,15,1155866.0,1907707.0,2022,2022-02-25 16:20:00,41.86277619,-87.79131924,"(41.86277619, -87.79131924)",2022,2,Friday
10000903,JM563383,2019-07-12 15:08:00,48XX W BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,321,24,29.0,63.0,18,1168290.0,1884519.0,2019,2019-08-02 15:08:00,41.98939534,-87.52219935,"(41.98939534, -87.52219935)",2019,7,Friday
10000904,KI867083,2018-03-18 21:35:00,68XX S HALSTED ST,730,THEFT,SHOPLIFTING,RETAIL STORE,True,False,811,22,23.0,21.0,20,1196651.0,1925392.0,2018,2018-03-26 21:35:00,41.95906538,-87.75697635,"(41.95906538, -87.75697635)",2018,3,Sunday
10000905,AS594287,2021-12-26 21:29:00,22XX E BROADWAY,850,DECEPTIVE PRACTICE,FRAUD,RESIDENCE,False,True,312,1,33.0,71.0,03,1192912.0,1863784.0,2021,2022-01-02 21:29:00,41.93676029,-87.69128717,"(41.93676029, -87.69128717)",2021,12,Sunday
10000906,AO597239,2020-05-12 17:37:00,42XX E DIVISION ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,False,False,711,2,46.0,4.0,04B,1190023.0,1902432.0,2020,2020-05-31 17:37:00,41.96392945,-87.77343781,"(41.96392945, -87.77343781)",2020,5,Tuesday
10000907,ZB285156,2016-12-21 21:27:00,90XX S HALSTED ST,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1511,15,6.0,24.0,03,1151295.0,1863233.0,2016,2017-01-08 21:27:00,41.72479236,-87.76505083,"(41.72479236, -87.76505083)",2016,12,Wednesday
10000908,WQ499760,2016-03-17 18:55:00,20XX S DIVISION ST,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,122,2,33.0,20.0,13,1190832.0,1866551.0,2016,2016-04-05 18:55:00,41.80776653,-87.63152364,"(41.80776653, -87.63152364)",2016,3,Thursday
10000909,BX430747,2020-05-16 12:20:00,56XX N FULLERTON AVE,740,THEFT,THEFT OVER $500,CTA BUS,False,True,511,1,8.0,31.0,10,1197634.0,1871079.0,2020,2020-06-12 12:20:00,41.95620626,-87.651374465,"(41.95620626, -87.72529538)",2020,5,Saturday
10000910,BK405298,2020-07-30 22:32:00,79XX W PULASKI RD,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,811,3,6.0,8.0,17,1151548.0,1865037.0,2020,2020-08-23 22:32:00,41.82184772,-87.54593441,"(41.82184772, -87.54593441)",2020,7,Thursday
10000911,UK872855,2020-07-12 07:43:00,39XX S MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,2211,18,1.0,4.0,06,1171042.0,1869971.0,2020,2020-07-23 07:43:00,41.77230448,-87.78543315,"(41.77230448, -87.78543315)",2020,7,Sunday
10000912,ZX517459,2018-08-24 21:53:00,74XX W MICHIGAN AVE,312,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,False,False,1911,5,44.0,48.0,04A,1155628.0,1899616.0,2018,2018-09-16 21:53:00,41.79682122,-87.50031915,"(41.79682122, -87.50031915)",2018,8,Friday
10000913,DK138540,2022-10-17 10:16:00,30XX W HALSTED ST,740,THEFT,THEFT OVER $500,BAR OR TAVERN,False,False,1111,12,34.0,40.0,11,1197186.0,1871259.0,2022,2022-11-01 10:16:00,41.8451782,-87.57858372,"(41.8451782, -87.57858372)",2022,10,Monday
10000914,KT737299,2021-02-06 07:19:00,10XX N COTTAGE GROVE AVE,620,BURGLARY,UNLAWFUL ENTRY,PARK PROPERTY,True,False,122,7,45.0,49.0,11,1195871.0,1918779.0,2021,2021-03-01 07:19:00,41.72547882,-87.70792528,"(41.72547882, -87.70792528)",2021,2,Saturday
10000915,ZW096141,2017-08-06 15:05:00,4XX N CICERO AVE,730,THEFT,SHOPLIFTING,BAR OR TAVERN,False,False,621,1,13.0,38.0,12,1167708.0,1882821.0,2017,2017-08-15 15:05:00,41.98756398,-87.54572012,"(41.98756398, -87.54572012)",2017,8,Sunday
10000916,AS549350,2023-08-04 14:55:00,3XX S CLARK ST,750,THEFT,THEFT $500 AND UNDER,RESTAURANT,False,False,521,7,25.0,68.0,13,1166242.0,1904334.0,2023,2023-08-30 14:55:00,41.95242621,-87.51730968,"(41.95242621, -87.51730968)",2023,8,Friday
10000917,GP352897,2017-02-12 21:30:00,40XX S CHICAGO AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,GROCERY FOOD STORE,True,False,1111,16,3.0,2.0,04A,1178820.0,1920101.0,2017,2017-03-11 21:30:00,41.86112374,-87.58624154,"(41.86112374, -87.58624154)",2017,2,Sunday
10000918,SO849540,2023-04-30 21:56:00,41XX N DIVISION ST,1240,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,511,3,42.0,58.0,07,1187563.0,1896806.0,2023,2023-05-30 21:56:00,41.8886792,-87.71463014,"(41.8886792, -87.71463014)",2023,4,Sunday
10000919,IJ198564,2022-02-19 18:28:00,37XX S CICERO AVE,460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,113,3,48.0,31.0,26,1165086.0,1872547.0,2022,2022-03-04 18:28:00,41.9234558,-87.51802701,"(41.9234558, -87.51802701)",2022,2,Saturday
10000920,BS071913,2016-07-21 14:20:00,60XX N CLARK ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESTAURANT,True,True,1411,9,41.0,59.0,15,1186437.0,1928767.0,2016,2016-08-03 14:20:00,41.84529576,-87.7610316,"(41.84529576, -87.7610316)",2016,7,Thursday
10000921,LB586319,2020-02-17 13:19:00,62XX E FULLERTON AVE,610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,False,False,1711,10,32.0,28.0,20,1159236.0,1889763.0,2020,2020-02-23 13:19:00,41.91961829,-87.50897954,"(41.91961829, -87.50897954)",2020,2,Monday
10000922,HT611781,2019-08-03 18:26:00,59XX N DIVISION ST,850,DECEPTIVE PRACTICE,FRAUD,CONVENIENCE STORE,False,False,1121,1,26.0,70.0,10,1191447.0,1901726.0,2019,2019-08-27 18:26:00,41.75098053,-87.50217475,"(41.75098053, -87.50217475)",2019,8,Saturday
10000923,PR643446,2023-09-17 05:40:00,31XX E CLARK ST,1310,NARCOTICS,POSS: COCAINE,GROCERY FOOD STORE,True,True,2211,15,46.0,56.0,15,1185315.0,1895651.0,2023,2023-10-04 05:40:00,41.93016454,-87.56165744,"(41.93016454, -87.56165744)",2023,9,Sunday
10000924,TT041690,2019-10-16 15:23:00,25XX E MADISON ST,730,THEFT,SHOPLIFTING,PARK PROPERTY,False,True,1611,9,6.0,77.0,02,1173831.0,1878001.0,2019,2019-11-07 15:23:00,41.9893807,-87.71856612,"(41.9893807, -87.71856612)",2019,10,Wednesday
10000925,TJ172759,2021-11-10 21:48:00,35XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GROCERY FOOD STORE,False,True,113,16,49.0,34.0,04B,1175747.0,1861731.0,2021,2021-11-12 21:48:00,41.75813009,-87.77403759,"(41.75813009, -87.77403759)",2021,11,Wednesday
10000926,IP122476,2020-07-10 14:13:00,64XX S COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,911,5,10.0,69.0,07,1173267.0,1921616.0,2020,2020-07-19 14:13:00,41.97394056,-87.64410936,"(41.97394056, -87.64410936)",2020,7,Friday
10000927,HF157676,2015-02-15 11:12:00,47XX W MICHIGAN AVE,620,BURGLARY,UNLAWFUL ENTRY,CTA TRAIN,False,False,1811,7,44.0,16.0,04B,1174984.0,1927461.0,2015,2015-02-23 11:12:00,41.85001255,-87.6898597,"(41.85001255, -87.6898597)",2015,2,Sunday
10000928,FZ945629,2018-12-31 12:46:00,27XX S GRAND AVE,312,ROBBERY,ARMED: HANDGUN,HOSPITAL BUILDING/GROUNDS,False,False,1511,5,7.0,48.0,09,1157867.0,1873149.0,2018,2019-01-27 12:46:00,41.75673736,-87.61378278,"(41.75673736, -87.61378278)",2018,12,Monday
10000929,DA487567,2022-08-04 18:55:00,47XX N MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,CTA BUS,True,False,912,25,14.0,11.0,10,1179082.0,1903935.0,2022,2022-08-11 18:55:00,41.86815887,-87.68776072,"(41.86815887, -87.68776072)",2022,8,Thursday
10000930,XL264523,2019-10-22 11:35:00,46XX W CICERO AVE,460,BATTERY,SIMPLE,APARTMENT,True,False,111,12,47.0,12.0,09,1169056.0,1862216.0,2019,2019-11-10 11:35:00,41.78312586,-87.54304511,"(41.78312586, -87.54304511)",2019,10,Tuesday
10000931,RZ337271,2019-02-16 09:30:00,49XX W CICERO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,113,18,32.0,28.0,06,1186815.0,1925592.0,2019,2019-02-18 09:30:00,41.71731194,-87.60134402,"(41.71731194, -87.60134402)",2019,2,Saturday
10000932,YL786143,2023-12-09 07:07:00,53XX E BROADWAY,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESTAURANT,False,False,1911,22,1.0,39.0,04B,1172118.0,1928093.0,2023,2023-12-11 07:07:00,41.98105592,-87.651374465,"(41.98105592, -87.79312839)",2023,12,Saturday
10000933,UR957877,2016-02-01 22:18:00,39XX E FULLERTON AVE,620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,True,False,1911,25,43.0,47.0,17,1174984.0,1883477.0,2016,2016-03-02 22:18:00,41.91536814,-87.5556171,"(41.91536814, -87.5556171)",2016,2,Monday
10000934,NQ537025,2017-02-22 14:51:00,46XX N NORTH AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,False,1211,10,48.0,58.0,08A,1198833.0,1871875.0,2017,2017-03-23 14:51:00,41.91609548,-87.64926294,"(41.91609548, -87.64926294)",2017,2,Wednesday
10000935,NB336302,2023-09-08 21:22:00,58XX N MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,VEHICLE NON-COMMERCIAL,False,True,812,18,26.0,77.0,15,1169443.0,1915803.0,2023,2023-09-17 21:22:00,41.93607432,-87.59419122,"(41.93607432, -87.59419122)",2023,9,Friday
10000936,BV152215,2015-12-02 14:11:00,91XX N STATE ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARK PROPERTY,False,True,611,4,26.0,6.0,12,1165650.0,1878091.0,2015,2015-12-08 14:11:00,41.84061179,-87.67848187,"(41.93484437, -87.67848187)",2015,12,Wednesday
10000937,TR025514,2018-10-19 20:30:00,72XX N NORTH AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,GROCERY FOOD STORE,True,False,112,18,1.0,14.0,10,1154733.0,1893358.0,2018,2018-10-26 20:30:00,41.93319403,-87.54315481,"(41.93319403, -87.54315481)",2018,10,Friday
10000938,MX141521,2021-06-18 14:28:00,21XX E MICHIGAN AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,122,18,28.0,64.0,26,1157380.0,1918055.0,2021,2021-06-21 14:28:00,41.88260312,-87.61690409,"(41.88260312, -87.61690409)",2021,6,Friday
10000939,RX997776,2022-06-19 04:52:00,52XX N HALSTED ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,1411,17,44.0,10.0,11,1172448.0,1893272.0,2022,2022-06-26 04:52:00,41.79462697,-87.75365014,"(41.79462697, -87.75365014)",2022,6,Sunday
10000940,EJ854714,2021-03-20 14:53:00,29XX S STATE ST,750,THEFT,THEFT $500 AND UNDER,SIDEWALK,False,False,221,3,35.0,11.0,18,1161501.0,1904363.0,2021,2021-04-10 14:53:00,41.8904524,-87.60647906,"(41.8904524, -87.60647906)",2021,3,Saturday
10000941,UA177987,2016-03-07 20:56:00,19XX N PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,CTA TRAIN,False,False,2011,14,41.0,14.0,03,1151542.0,1863062.0,2016,2016-03-26 20:56:00,41.70452068,-87.71353782,"(41.70452068, -87.71353782)",2016,3,Monday
10000942,VS434566,2023-09-08 16:15:00,65XX N DIVISION ST,312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,True,False,612,15,37.0,42.0,09,1179531.0,1914924.0,2023,2023-09-17 16:15:00,41.69895113,-87.67881798,"(41.69895113, -87.67881798)",2023,9,Friday
10000943,FC994561,2022-05-18 01:39:00,78XX N CHICAGO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,True,False,1121,16,42.0,57.0,11,1164382.0,1882498.0,2022,2022-05-30 01:39:00,41.89234488,-87.61186977,"(41.89234488, -87.61186977)",2022,5,Wednesday
10000944,QD314460,2020-01-01 22:05:00,71XX W FULLERTON AVE,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,True,1811,14,25.0,18.0,11,1156373.0,1914633.0,2020,2020-01-05 22:05:00,41.74689229,-87.62097077,"(41.74689229, -87.62097077)",2020,1,Wednesday
10000945,JW316983,2017-04-11 12:21:00,58XX S WESTERN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,VEHICLE NON-COMMERCIAL,True,True,1711,14,3.0,1.0,03,1165444.0,1881238.0,2017,2017-05-08 12:21:00,41.94107522,-87.54869429,"(41.94107522, -87.54869429)",2017,4,Tuesday
10000946,XQ088575,2018-03-26 18:15:00,93XX N CLARK ST,460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,111,5,47.0,16.0,07,1195820.0,1921128.0,2018,2018-03-31 18:15:00,41.96640704,-87.62640433,"(41.96640704, -87.62640433)",2018,3,Monday
10000947,YU513934,2015-07-04 19:06:00,65XX N MICHIGAN AVE,850,DECEPTIVE PRACTICE,FRAUD,CTA TRAIN,True,False,312,4,28.0,68.0,03,1184072.0,1909667.0,2015,2015-08-03 19:06:00,41.87681265,-87.63024514,"(41.87681265, -87.63024514)",2015,7,Saturday
10000948,IB455100,2016-06-06 14:49:00,17XX E PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,True,False,1811,10,33.0,67.0,05,1157454.0,1874865.0,2016,2016-06-29 14:49:00,41.98764216,-87.651374465,"(41.98764216, -87.5528105)",2016,6,Monday
10000949,QI082956,2019-06-13 15:24:00,93XX S STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),True,False,1811,14,46.0,6.0,03,1184814.0,1890044.0,2019,2019-07-13 15:24:00,41.83854317,-87.70371413,"(41.83854317, -87.70371413)",2019,6,Thursday
